restaurant id,category id,item id,category,item,serving size (oz),calories,calories from fat,total fat (g),total fat (% daily value),saturated fat (g),saturated fat (% daily value),trans fat (g),cholesterol (mg),cholesterol (% daily value),sodium (mg),sodium (% daily value),carbohydrates (g),carbohydrates (% daily value),dietary fiber (g),dietary fiber (% daily value),sugars (g),protein (g),vitamin a (% daily value),vitamin c (% daily value),calcium (% daily value),iron (% daily value)
2000,110,302,salads,steak & cheese salad,13.05138,200,nan,9.0,nan,4.5,nan,0.0,50.0,nan,830.0,nan,13,nan,4,nan,7.0,19.0,70.0,35.0,10.0,15.0
2000,110,303,salads,steak club salad salad,21.51714,480,nan,26.0,nan,10.0,nan,0.5,120.0,nan,2050.0,nan,21,nan,6,nan,9.0,44.0,110.0,60.0,20.0,25.0
2000,110,304,salads,subway club salad,12.910284,140,nan,3.0,nan,1.0,nan,0.0,45.0,nan,610.0,nan,11,nan,4,nan,5.0,19.0,70.0,35.0,6.0,15.0
2000,110,305,salads,sweet onion chicken teriyaki salad,14.427066,210,nan,3.0,nan,0.5,nan,0.0,50.0,nan,620.0,nan,30,nan,4,nan,21.0,19.0,70.0,40.0,6.0,15.0
2000,110,306,salads,tuna salad,12.769188,310,nan,24.0,nan,4.0,nan,0.0,40.0,nan,370.0,nan,10,nan,4,nan,5.0,15.0,70.0,35.0,4.0,15.0
2000,110,307,salads,turkey breast salad,12.134256,110,nan,2.0,nan,0.0,nan,0.0,30.0,nan,520.0,nan,11,nan,4,nan,5.0,14.0,70.0,35.0,6.0,10.0
2000,110,308,salads,veggie delite salad,10.158912,50,nan,1.0,nan,0.0,nan,0.0,0.0,nan,75.0,nan,9,nan,4,nan,5.0,3.0,70.0,35.0,4.0,8.0
2000,100,309,breakfast,"bacon, egg & cheese breakfast",6.984252,450,nan,20.0,nan,7.0,nan,0.0,190.0,nan,1200.0,nan,45,nan,4,nan,4.0,24.0,20.0,6.0,10.0,15.0
2000,100,310,breakfast,"black forest ham, egg & cheese breakfast",7.478088,410,nan,16.0,nan,5.0,nan,0.0,185.0,nan,1180.0,nan,45,nan,4,nan,4.0,24.0,20.0,0.0,10.0,15.0
2000,100,311,breakfast,egg & cheese breakfast,6.455142,380,nan,15.0,nan,4.5,nan,0.0,170.0,nan,950.0,nan,44,nan,4,nan,3.0,19.0,20.0,0.0,10.0,15.0
2000,100,312,breakfast,"steak, egg & cheese breakfast",7.971924,440,nan,18.0,nan,6.0,nan,0.0,195.0,nan,1270.0,nan,46,nan,4,nan,4.0,27.0,20.0,0.0,10.0,20.0
2000,111,313,bread & toppings,bacon extra,0.52911,70,nan,6.0,nan,2.0,nan,0.0,15.0,nan,250.0,nan,1,nan,0,nan,1.0,5.0,0.0,6.0,0.0,0.0
2000,111,314,desserts,caramel apple cookie extra,1.798974,210,nan,6.0,nan,3.0,nan,0.0,10.0,nan,65.0,nan,37,nan,0,nan,26.0,2.0,0.0,0.0,0.0,6.0
2000,111,315,desserts,chocolate chip cookie extra,1.58733,210,nan,10.0,nan,5.0,nan,0.0,10.0,nan,120.0,nan,29,nan,1,nan,18.0,2.0,10.0,0.0,0.0,10.0
2000,111,316,desserts,chocolate chip with m&m’s  extra,1.58733,210,nan,10.0,nan,5.0,nan,0.0,15.0,nan,100.0,nan,30,nan,1,nan,18.0,2.0,0.0,0.0,0.0,6.0
2000,111,317,desserts,chocolate chunk cookie extra,1.58733,210,nan,10.0,nan,5.0,nan,0.0,10.0,nan,100.0,nan,30,nan,1,nan,17.0,2.0,0.0,0.0,0.0,8.0
2000,111,318,desserts,dark chocolate cherry cookie extra,1.657878,200,nan,8.0,nan,4.0,nan,0.0,0.0,nan,100.0,nan,33,nan,1,nan,24.0,2.0,10.0,0.0,0.0,8.0
2000,111,319,desserts,double chocolate extra,1.58733,210,nan,9.0,nan,5.0,nan,0.0,15.0,nan,130.0,nan,30,nan,1,nan,20.0,2.0,10.0,0.0,0.0,10.0
2000,111,320,desserts,oatmeal raisin cookie extra,1.58733,200,nan,8.0,nan,3.5,nan,0.0,15.0,nan,130.0,nan,30,nan,1,nan,16.0,3.0,0.0,0.0,0.0,6.0
2000,111,321,bread & toppings,pepperoni extra,0.634932,80,nan,7.0,nan,2.5,nan,0.0,20.0,nan,300.0,nan,1,nan,0,nan,0.0,3.0,0.0,4.0,0.0,0.0
2000,111,322,desserts,raspberry cheesecake cookie extra,1.58733,200,nan,9.0,nan,4.5,nan,0.0,15.0,nan,120.0,nan,29,nan,0,nan,16.0,2.0,10.0,0.0,0.0,4.0
2000,111,323,desserts,raspberry lemonade cookie extra,1.657878,230,nan,11.0,nan,6.0,nan,0.0,10.0,nan,100.0,nan,31,nan,0,nan,20.0,2.0,0.0,0.0,0.0,4.0
2000,111,324,desserts,sugar cookie extra,1.58733,230,nan,12.0,nan,6.0,nan,0.0,15.0,nan,130.0,nan,28,nan,1,nan,14.0,2.0,0.0,0.0,0.0,4.0
2000,111,325,desserts,white chip macadamia nut cookie extra,1.58733,220,nan,11.0,nan,5.0,nan,0.0,15.0,nan,130.0,nan,28,nan,1,nan,17.0,2.0,10.0,0.0,0.0,6.0
2000,112,326,beef & pork sandwich/wraps,bbq rib signature wrap wrap,12.381174,1080,nan,65.0,nan,23.0,nan,0.0,115.0,nan,2560.0,nan,86,nan,5,nan,32.0,38.0,10.0,8.0,15.0,30.0
2000,112,327,beef & pork sandwich/wraps,black forest ham wrap,10.829118,440,nan,12.0,nan,5.0,nan,0.0,55.0,nan,1680.0,nan,57,nan,4,nan,5.0,29.0,30.0,25.0,10.0,25.0
2000,112,328,poultry & fish sandwich/wraps,chicken & bacon ranch melt wrap,27.266802,1590,nan,78.0,nan,30.0,nan,1.5,335.0,nan,3930.0,nan,111,nan,7,nan,11.0,118.0,50.0,90.0,50.0,50.0
2000,112,329,beef & pork sandwich/wraps,chipotle southwest steak & cheese wrap,13.439394,710,nan,33.0,nan,12.0,nan,1.0,95.0,nan,2170.0,nan,63,nan,7,nan,7.0,41.0,20.0,30.0,20.0,30.0
2000,112,330,beef & pork sandwich/wraps,cold cut combo wrap,11.076036,560,nan,27.0,nan,10.0,nan,0.5,90.0,nan,2230.0,nan,57,nan,3,nan,4.0,27.0,15.0,30.0,15.0,30.0
2000,112,331,veggie sandwich/wraps,cripsy cauliflower ranch signature wrap wrap,13.22775,820,nan,35.0,nan,8.0,nan,0.0,5.0,nan,2440.0,nan,114,nan,7,nan,5.0,15.0,30.0,70.0,15.0,45.0
2000,112,332,beef & pork sandwich/wraps,italian b.m.t.  wrap,11.076036,680,nan,37.0,nan,14.0,nan,0.0,105.0,nan,2310.0,nan,57,nan,4,nan,4.0,32.0,15.0,40.0,10.0,25.0
2000,112,333,beef & pork sandwich/wraps,meatball marinara wrap,13.439394,770,nan,39.0,nan,16.0,nan,2.0,75.0,nan,2160.0,nan,75,nan,8,nan,10.0,34.0,20.0,35.0,20.0,35.0
2000,112,334,veggie sandwich/wraps,cauliflower fritter curry signature wrap wrap,12.733914,790,nan,31.0,nan,7.0,nan,0.0,5.0,nan,2540.0,nan,113,nan,7,nan,4.0,15.0,6.0,60.0,15.0,40.0
2000,112,335,poultry & fish sandwich/wraps,oven roasted chicken wrap,11.81679,460,nan,11.0,nan,4.0,nan,0.0,85.0,nan,1350.0,nan,53,nan,3,nan,4.0,38.0,30.0,20.0,10.0,20.0
2000,112,336,beef & pork sandwich/wraps,roast beef wrap,11.81679,490,nan,13.0,nan,5.0,nan,0.0,90.0,nan,1560.0,nan,53,nan,4,nan,4.0,42.0,30.0,15.0,10.0,35.0
2000,112,337,poultry & fish sandwich/wraps,rotisserie style chicken wrap,12.839736,550,nan,16.0,nan,7.0,nan,0.0,115.0,nan,1350.0,nan,53,nan,3,nan,3.0,49.0,30.0,15.0,10.0,25.0
2000,112,338,poultry & fish sandwich/wraps,savory rotisserie style chicken caesar wrap,12.628092,680,nan,30.0,nan,12.0,nan,0.0,135.0,nan,1590.0,nan,52,nan,3,nan,3.0,53.0,20.0,6.0,20.0,25.0
2000,112,339,beef & pork sandwich/wraps,spicy italian wrap,10.970214,820,nan,52.0,nan,20.0,nan,1.0,125.0,nan,2580.0,nan,57,nan,4,nan,3.0,31.0,30.0,60.0,15.0,30.0
2000,112,340,beef & pork sandwich/wraps,subway club wrap,12.310626,490,nan,12.0,nan,5.0,nan,0.0,85.0,nan,1860.0,nan,56,nan,4,nan,4.0,42.0,30.0,15.0,10.0,30.0
2000,112,341,poultry & fish sandwich/wraps,sweet onion chicken teriyaki wrap,13.439394,540,nan,12.0,nan,4.5,nan,0.0,100.0,nan,1600.0,nan,70,nan,4,nan,14.0,42.0,30.0,35.0,10.0,25.0
2000,112,342,poultry & fish sandwich/wraps,tuna wrap,11.81679,820,nan,54.0,nan,11.0,nan,0.5,75.0,nan,1330.0,nan,53,nan,3,nan,3.0,33.0,15.0,25.0,10.0,30.0
2000,112,343,poultry & fish sandwich/wraps,turkey breast wrap,10.829118,430,nan,10.0,nan,3.5,nan,0.0,55.0,nan,1680.0,nan,56,nan,3,nan,3.0,32.0,30.0,15.0,10.0,25.0
2000,112,344,poultry & fish sandwich/wraps,"turkey, bacon & guacamole wrap",13.086654,760,nan,37.0,nan,11.0,nan,0.0,105.0,nan,2480.0,nan,61,nan,6,nan,4.0,47.0,15.0,35.0,25.0,25.0
2000,112,345,veggie sandwich/wraps,veggie delite wrap,10.05309,330,nan,8.0,nan,3.5,nan,0.0,0.0,nan,800.0,nan,55,nan,5,nan,5.0,10.0,60.0,30.0,10.0,20.0
2000,113,346,bread & toppings,roasted garlic bread,2.64555,210,nan,2.5,nan,0.0,nan,0.0,0.0,nan,1230.0,nan,41,nan,2,nan,4.0,7.0,8.0,40.0,2.0,15.0
2000,113,347,bread & toppings,9 grain honey oat bread,2.64555,190,nan,2.0,nan,0.0,nan,0.0,0.0,nan,270.0,nan,39,nan,4,nan,5.0,8.0,0.0,0.0,0.0,10.0
2000,113,348,bread & toppings,9 grain wheat bread,2.504454,180,nan,1.5,nan,0.0,nan,0.0,0.0,nan,230.0,nan,36,nan,4,nan,5.0,8.0,0.0,0.0,0.0,10.0
2000,113,349,bread & toppings,artisan flatbread bread,3.068838,220,nan,4.0,nan,0.5,nan,0.0,0.0,nan,330.0,nan,41,nan,4,nan,3.0,8.0,0.0,0.0,0.0,10.0
2000,113,350,bread & toppings,hearty italian bread,2.64555,210,nan,2.5,nan,0.5,nan,0.0,0.0,nan,340.0,nan,40,nan,2,nan,3.0,7.0,0.0,0.0,0.0,15.0
2000,113,351,bread & toppings,italian bread,2.29281,180,nan,2.0,nan,0.0,nan,0.0,0.0,nan,310.0,nan,34,nan,1,nan,3.0,6.0,0.0,0.0,0.0,10.0
2000,113,352,bread & toppings,italian herbs & cheese bread,2.680824,220,nan,4.5,nan,2.0,nan,0.0,10.0,nan,500.0,nan,37,nan,2,nan,3.0,9.0,4.0,0.0,6.0,15.0
2000,113,353,bread & toppings,jalapeno cheese bread,2.786646,220,nan,5.0,nan,2.0,nan,0.0,10.0,nan,660.0,nan,37,nan,2,nan,3.0,9.0,4.0,0.0,6.0,15.0
2000,113,354,bread & toppings,mini 9 grain wheat bread,1.657878,120,nan,1.0,nan,0.0,nan,0.0,0.0,nan,180.0,nan,24,nan,3,nan,2.0,5.0,0.0,0.0,0.0,8.0
2000,113,355,bread & toppings,mini italian bread,1.657878,130,nan,1.5,nan,0.0,nan,0.0,0.0,nan,230.0,nan,25,nan,1,nan,2.0,5.0,0.0,0.0,0.0,8.0
2000,113,356,bread & toppings,monterey cheddar bread,2.64555,220,nan,5.0,nan,2.5,nan,0.0,10.0,nan,370.0,nan,34,nan,1,nan,3.0,9.0,4.0,0.0,6.0,10.0
2000,113,357,bread & toppings,parmesan oregano bread,2.398632,190,nan,2.5,nan,0.0,nan,0.0,0.0,nan,460.0,nan,37,nan,2,nan,3.0,7.0,0.0,0.0,0.0,15.0
2000,113,358,bread & toppings,rosemary & sea salt bread,2.64555,220,nan,3.0,nan,0.5,nan,0.0,0.0,nan,490.0,nan,40,nan,2,nan,3.0,7.0,0.0,0.0,0.0,15.0
2000,113,359,bread & toppings,spinach wrap bread,3.597948,290,nan,8.0,nan,3.5,nan,0.0,0.0,nan,780.0,nan,48,nan,2,nan,1.0,8.0,0.0,0.0,10.0,15.0
2000,113,360,bread & toppings,tomato basil wrap bread,3.597948,290,nan,8.0,nan,3.5,nan,0.0,0.0,nan,730.0,nan,49,nan,2,nan,1.0,8.0,0.0,10.0,8.0,15.0
2000,114,361,bread & toppings,american cheese,0.38801399999999997,40,nan,3.5,nan,2.0,nan,0.0,10.0,nan,210.0,nan,1,nan,0,nan,0.0,2.0,4.0,0.0,4.0,0.0
2000,114,362,bread & toppings,cheddar cheese,0.493836,60,nan,4.5,nan,2.5,nan,0.0,15.0,nan,90.0,nan,0,nan,0,nan,0.0,4.0,6.0,0.0,8.0,0.0
2000,114,363,bread & toppings,monterey cheddar cheese,0.493836,50,nan,4.5,nan,3.0,nan,0.0,15.0,nan,90.0,nan,0,nan,0,nan,0.0,3.0,6.0,0.0,8.0,0.0
2000,114,364,bread & toppings,pepperjack cheese,0.38801399999999997,50,nan,4.0,nan,2.5,nan,0.0,15.0,nan,140.0,nan,0,nan,0,nan,0.0,2.0,6.0,0.0,8.0,0.0
2000,114,365,bread & toppings,provolone cheese,0.493836,50,nan,4.0,nan,2.0,nan,0.0,10.0,nan,125.0,nan,0,nan,0,nan,0.0,4.0,4.0,0.0,8.0,0.0
2000,114,366,bread & toppings,shredded mozzarella cheese,0.493836,40,nan,3.0,nan,2.0,nan,0.0,10.0,nan,100.0,nan,0,nan,0,nan,0.0,3.0,4.0,0.0,6.0,0.0
2000,114,367,bread & toppings,swiss cheese,0.493836,50,nan,4.5,nan,2.5,nan,0.0,15.0,nan,30.0,nan,0,nan,0,nan,0.0,4.0,4.0,0.0,10.0,0.0
2000,115,368,bread & toppings,bacon extras,0.52911,70,nan,6.0,nan,2.0,nan,0.0,15.0,nan,250.0,nan,1,nan,0,nan,1.0,5.0,0.0,0.0,0.0,0.0
2000,115,369,bread & toppings,guacamole extras,1.23459,60,nan,5.0,nan,0.5,nan,0.0,0.0,nan,95.0,nan,4,nan,2,nan,0.0,1.0,0.0,2.0,0.0,0.0
2000,115,370,bread & toppings,pepperoni extras,0.634932,80,nan,7.0,nan,2.5,nan,0.0,20.0,nan,290.0,nan,1,nan,0,nan,0.0,3.0,0.0,4.0,0.0,0.0
2000,116,371,bread & toppings,chipotle southwest sauces,0.493836,60,nan,7.0,nan,1.0,nan,0.0,5.0,nan,110.0,nan,1,nan,0,nan,1.0,0.0,0.0,0.0,0.0,0.0
2000,116,372,bread & toppings,honey mustard sauces,0.493836,20,nan,0.0,nan,0.0,nan,0.0,0.0,nan,80.0,nan,4,nan,0,nan,4.0,0.0,0.0,0.0,0.0,0.0
2000,116,373,bread & toppings,light mayonnaise sauces,0.52911,50,nan,5.0,nan,1.0,nan,0.0,5.0,nan,100.0,nan,1,nan,0,nan,0.0,0.0,0.0,0.0,0.0,0.0
2000,116,374,bread & toppings,oil sauces,0.17637,45,nan,5.0,nan,1.0,nan,0.0,0.0,nan,0.0,nan,0,nan,0,nan,0.0,0.0,0.0,0.0,0.0,0.0
2000,116,375,bread & toppings,ranch sauces,0.493836,70,nan,8.0,nan,1.5,nan,0.0,5.0,nan,140.0,nan,1,nan,0,nan,1.0,0.0,0.0,0.0,0.0,0.0
2000,116,376,bread & toppings,red wine vinegar sauces,0.141096,0,nan,0.0,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0,nan,0,nan,0.0,0.0,0.0,0.0,0.0,0.0
2000,116,377,bread & toppings,regular mayonnaise sauces,0.493836,100,nan,11.0,nan,2.0,nan,0.0,10.0,nan,65.0,nan,0,nan,0,nan,0.0,0.0,0.0,0.0,0.0,0.0
2000,116,378,bread & toppings,savory caesar sauces,0.493836,80,nan,9.0,nan,1.5,nan,0.0,5.0,nan,130.0,nan,0,nan,0,nan,0.0,0.0,0.0,0.0,0.0,0.0
2000,116,379,bread & toppings,spicy brown mustard sauces,0.493836,15,nan,1.0,nan,0.0,nan,0.0,0.0,nan,260.0,nan,1,nan,0,nan,0.0,0.0,0.0,0.0,0.0,25.0
2000,116,380,bread & toppings,subway vinaigrette sauces,0.493836,35,nan,3.5,nan,0.5,nan,0.0,0.0,nan,110.0,nan,1,nan,0,nan,1.0,0.0,0.0,0.0,0.0,0.0
2000,116,381,bread & toppings,sweet onion sauce sauces,0.634932,30,nan,0.0,nan,0.0,nan,0.0,0.0,nan,75.0,nan,8,nan,0,nan,7.0,0.0,0.0,0.0,0.0,0.0
2000,116,382,bread & toppings,yellow mustard sauces,0.493836,10,nan,0.5,nan,0.0,nan,0.0,0.0,nan,170.0,nan,1,nan,0,nan,0.0,0.0,0.0,0.0,0.0,0.0
2000,117,383,bread & toppings,banana peppers veggies,0.141096,0,nan,0.0,nan,0.0,nan,0.0,0.0,nan,65.0,nan,0,nan,0,nan,0.0,0.0,0.0,6.0,0.0,0.0
2000,117,384,bread & toppings,black olives veggies,0.105822,0,nan,0.0,nan,0.0,nan,0.0,0.0,nan,25.0,nan,0,nan,0,nan,0.0,0.0,0.0,0.0,0.0,0.0
2000,117,385,bread & toppings,cucumbers veggies,0.493836,0,nan,0.0,nan,0.0,nan,0.0,0.0,nan,0.0,nan,1,nan,0,nan,0.0,0.0,0.0,0.0,0.0,0.0
2000,117,386,bread & toppings,green peppers veggies,0.246918,0,nan,0.0,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0,nan,0,nan,0.0,0.0,0.0,6.0,0.0,0.0
2000,117,387,bread & toppings,jalapenos veggies,0.141096,0,nan,0.0,nan,0.0,nan,0.0,0.0,nan,70.0,nan,0,nan,0,nan,0.0,0.0,0.0,0.0,0.0,0.0
2000,117,388,bread & toppings,lettuce veggies,0.740754,0,nan,0.0,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0,nan,0,nan,0.0,0.0,2.0,0.0,0.0,0.0
2000,117,389,bread & toppings,pickles veggies,0.317466,0,nan,0.0,nan,0.0,nan,0.0,0.0,nan,115.0,nan,0,nan,0,nan,0.0,0.0,0.0,0.0,0.0,0.0
2000,117,390,bread & toppings,red onions veggies,0.246918,0,nan,0.0,nan,0.0,nan,0.0,0.0,nan,0.0,nan,1,nan,0,nan,0.0,0.0,0.0,0.0,0.0,0.0
2000,117,391,bread & toppings,spinach veggies,0.246918,0,nan,0.0,nan,0.0,nan,0.0,0.0,nan,5.0,nan,0,nan,0,nan,0.0,0.0,15.0,2.0,0.0,0.0
2000,117,392,bread & toppings,tomatoes veggies,1.23459,5,nan,0.0,nan,0.0,nan,0.0,0.0,nan,0.0,nan,1,nan,0,nan,1.0,0.0,10.0,4.0,0.0,0.0
2000,118,393,bread & toppings,bacon protein,0.52911,70,nan,6.0,nan,2.0,nan,0.0,15.0,nan,250.0,nan,1,nan,0,nan,1.0,5.0,0.0,6.0,0.0,0.0
2000,119,394,bread & toppings,parmesan cheese seasonings,0.035274,5,nan,0.0,nan,0.0,nan,0.0,0.0,nan,25.0,nan,0,nan,0,nan,0.0,1.0,0.0,0.0,0.0,0.0
3000,120,395,beverages,brewed coffee short coffee,nan,3,nan,0.1,nan,0.0,nan,0.0,0.0,nan,0.0,nan,5,nan,0,nan,0.0,0.3,0.0,0.0,0.0,0.0
3000,120,396,beverages,brewed coffee tall coffee,nan,4,nan,0.1,nan,0.0,nan,0.0,0.0,nan,0.0,nan,10,nan,0,nan,0.0,0.5,0.0,0.0,0.0,0.0
3000,120,397,beverages,brewed coffee grande coffee,nan,5,nan,0.1,nan,0.0,nan,0.0,0.0,nan,0.0,nan,10,nan,0,nan,0.0,1.0,0.0,0.0,0.0,0.0
3000,120,398,beverages,brewed coffee venti coffee,nan,5,nan,0.1,nan,0.0,nan,0.0,0.0,nan,0.0,nan,10,nan,0,nan,0.0,1.0,0.0,0.0,2.0,0.0
3000,121,399,beverages,caffe latte short nonfat milk,nan,70,nan,0.1,nan,0.0,nan,0.1,10.0,nan,5.0,nan,75,nan,0,nan,9.0,6.0,10.0,0.0,20.0,0.0
3000,121,400,beverages,caffe latte short 2% milk,nan,100,nan,3.5,nan,0.1,nan,2.0,10.0,nan,15.0,nan,85,nan,0,nan,9.0,6.0,10.0,0.0,20.0,0.0
3000,121,401,beverages,caffe latte short soymilk,nan,70,nan,2.5,nan,0.0,nan,0.4,6.0,nan,0.0,nan,65,nan,1,nan,4.0,5.0,6.0,0.0,20.0,8.0
3000,121,402,beverages,caffe latte tall nonfat milk,nan,100,nan,0.2,nan,0.0,nan,0.2,15.0,nan,5.0,nan,120,nan,0,nan,14.0,10.0,15.0,0.0,30.0,0.0
3000,121,403,beverages,caffe latte tall  2% milk,nan,150,nan,6,nan,0.2,nan,3.0,15.0,nan,25.0,nan,135,nan,0,nan,14.0,10.0,15.0,0.0,30.0,0.0
3000,121,404,beverages,caffe latte tall  soymilk,nan,110,nan,4.5,nan,0.0,nan,0.5,10.0,nan,0.0,nan,105,nan,1,nan,6.0,8.0,10.0,0.0,30.0,15.0
3000,121,405,beverages,caffe latte grande nonfat milk,nan,130,nan,0.3,nan,0.0,nan,0.2,19.0,nan,5.0,nan,150,nan,0,nan,18.0,13.0,20.0,0.0,40.0,0.0
3000,121,406,beverages,caffe latte grande 2% milk,nan,190,nan,7,nan,0.2,nan,3.5,19.0,nan,30.0,nan,170,nan,0,nan,17.0,12.0,20.0,2.0,40.0,0.0
3000,121,407,beverages,caffe latte grande soymilk,nan,150,nan,5,nan,0.0,nan,0.5,13.0,nan,0.0,nan,130,nan,1,nan,8.0,10.0,15.0,0.0,40.0,15.0
3000,121,408,beverages,caffe latte venti nonfat milk,nan,170,nan,0.4,nan,0.0,nan,0.3,25.0,nan,10.0,nan,190,nan,0,nan,23.0,16.0,30.0,0.0,50.0,0.0
3000,121,409,beverages,caffe latte venti 2% milk,nan,240,nan,9,nan,0.3,nan,4.5,24.0,nan,35.0,nan,220,nan,0,nan,22.0,16.0,25.0,2.0,50.0,0.0
3000,121,410,beverages,caffe latte venti soymilk,nan,190,nan,7,nan,0.0,nan,1.0,16.0,nan,0.0,nan,170,nan,2,nan,11.0,13.0,20.0,0.0,50.0,25.0
3000,121,411,beverages,caffe mocha (without whipped cream) short nonfat milk,nan,110,nan,1.5,nan,0.0,nan,1.0,21.0,nan,5.0,nan,60,nan,1,nan,17.0,7.0,8.0,0.0,15.0,10.0
3000,121,412,beverages,caffe mocha (without whipped cream) short 2% milk,nan,130,nan,4,nan,0.1,nan,2.0,21.0,nan,10.0,nan,70,nan,1,nan,17.0,6.0,8.0,0.0,15.0,10.0
3000,121,413,beverages,caffe mocha (without whipped cream) short soymilk,nan,110,nan,3.5,nan,0.0,nan,1.0,19.0,nan,0.0,nan,55,nan,2,nan,13.0,6.0,6.0,0.0,15.0,20.0
3000,121,414,beverages,caffe mocha (without whipped cream) tall nonfat milk,nan,170,nan,2,nan,0.0,nan,1.0,32.0,nan,5.0,nan,100,nan,1,nan,27.0,10.0,15.0,0.0,25.0,20.0
3000,121,415,beverages,caffe mocha (without whipped cream) tall 2% milk,nan,200,nan,6,nan,0.1,nan,3.5,32.0,nan,20.0,nan,115,nan,1,nan,26.0,10.0,15.0,0.0,25.0,20.0
3000,121,416,beverages,caffe mocha (without whipped cream) tall soymilk,nan,180,nan,5,nan,0.0,nan,1.5,28.0,nan,0.0,nan,85,nan,2,nan,20.0,9.0,10.0,0.0,25.0,30.0
3000,121,417,beverages,caffe mocha (without whipped cream) grande nonfat milk,nan,220,nan,2.5,nan,0.0,nan,1.5,43.0,nan,5.0,nan,125,nan,2,nan,34.0,13.0,20.0,0.0,35.0,25.0
3000,121,418,beverages,caffe mocha (without whipped cream) grande  2% milk,nan,260,nan,8,nan,0.2,nan,4.5,42.0,nan,25.0,nan,140,nan,2,nan,34.0,13.0,15.0,2.0,35.0,25.0
3000,121,419,beverages,caffe mocha (without whipped cream) grande  soymilk,nan,230,nan,7,nan,0.0,nan,2.0,37.0,nan,0.0,nan,105,nan,3,nan,26.0,11.0,10.0,0.0,35.0,40.0
3000,121,420,beverages,caffe mocha (without whipped cream) venti nonfat milk,nan,280,nan,3,nan,0.0,nan,2.0,54.0,nan,10.0,nan,160,nan,2,nan,44.0,17.0,25.0,0.0,45.0,30.0
3000,121,421,beverages,caffe mocha (without whipped cream) venti 2% milk,nan,340,nan,11,nan,0.2,nan,6.0,53.0,nan,30.0,nan,180,nan,2,nan,43.0,17.0,20.0,2.0,45.0,30.0
3000,121,422,beverages,caffe mocha (without whipped cream) venti soymilk,nan,290,nan,9,nan,0.0,nan,2.5,47.0,nan,0.0,nan,140,nan,4,nan,33.0,14.0,15.0,0.0,45.0,50.0
3000,121,423,beverages,vanilla latte (or other flavoured latte) short nonfat milk,nan,100,nan,0.1,nan,0.0,nan,0.1,19.0,nan,5.0,nan,70,nan,0,nan,18.0,6.0,10.0,0.0,20.0,0.0
3000,121,424,beverages,vanilla latte (or other flavoured latte) short 2% milk,nan,130,nan,3.5,nan,0.1,nan,1.5,18.0,nan,15.0,nan,80,nan,0,nan,17.0,6.0,10.0,0.0,20.0,0.0
3000,121,425,beverages,vanilla latte (or other flavoured latte) short soymilk,nan,110,nan,2.5,nan,0.0,nan,0.3,16.0,nan,0.0,nan,60,nan,1,nan,13.0,5.0,6.0,0.0,20.0,8.0
3000,121,426,beverages,vanilla latte (or other flavoured latte) tall nonfat milk,nan,150,nan,0.2,nan,0.0,nan,0.1,28.0,nan,5.0,nan,110,nan,0,nan,27.0,9.0,15.0,0.0,30.0,0.0
3000,121,427,beverages,vanilla latte (or other flavoured latte) tall  2% milk,nan,200,nan,5,nan,0.2,nan,2.5,28.0,nan,20.0,nan,125,nan,0,nan,27.0,9.0,15.0,0.0,30.0,0.0
3000,121,428,beverages,vanilla latte (or other flavoured latte) tall  soymilk,nan,160,nan,4,nan,0.0,nan,0.5,23.0,nan,0.0,nan,95,nan,1,nan,20.0,7.0,10.0,0.0,30.0,15.0
3000,121,429,beverages,vanilla latte (or other flavoured latte) grande nonfat milk,nan,200,nan,0.3,nan,0.0,nan,0.2,37.0,nan,5.0,nan,140,nan,0,nan,35.0,12.0,20.0,0.0,35.0,0.0
3000,121,430,beverages,vanilla latte (or other flavoured latte) grande 2% milk,nan,250,nan,6,nan,0.2,nan,3.5,37.0,nan,25.0,nan,150,nan,0,nan,35.0,12.0,20.0,2.0,35.0,0.0
3000,121,431,beverages,vanilla latte (or other flavoured latte) grande soymilk,nan,210,nan,5,nan,0.0,nan,0.5,31.0,nan,0.0,nan,120,nan,1,nan,26.0,9.0,10.0,0.0,35.0,15.0
3000,121,432,beverages,vanilla latte (or other flavoured latte) venti nonfat milk,nan,250,nan,0.3,nan,0.0,nan,0.2,47.0,nan,10.0,nan,180,nan,0,nan,45.0,15.0,25.0,0.0,50.0,0.0
3000,121,433,beverages,vanilla latte (or other flavoured latte) venti  2% milk,nan,320,nan,9,nan,0.3,nan,4.5,46.0,nan,35.0,nan,200,nan,0,nan,44.0,15.0,25.0,2.0,45.0,0.0
3000,121,434,beverages,vanilla latte (or other flavoured latte) venti  soymilk,nan,270,nan,7,nan,0.0,nan,1.0,39.0,nan,0.0,nan,160,nan,2,nan,33.0,12.0,15.0,0.0,45.0,20.0
3000,121,435,beverages,caffe americano short,nan,5,nan,0,nan,0.0,nan,0.0,1.0,nan,0.0,nan,5,nan,0,nan,0.0,0.4,0.0,0.0,0.0,0.0
3000,121,436,beverages,caffe americano tall,nan,10,nan,0,nan,0.0,nan,0.0,2.0,nan,0.0,nan,10,nan,0,nan,0.0,1.0,0.0,0.0,2.0,0.0
